timestep,cases
0,2
1,2
2,2
3,2
4,2
5,2
6,6
7,8
8,8
9,8
10,13
11,15
12,15
13,15
14,15
15,17
16,23
17,26
18,33
19,37
20,41
21,44
22,45
23,51
24,61
25,85
26,114
27,126
28,137
29,161
30,175
31,193
32,221
33,241
34,268
35,304
36,351
37,433
38,546
39,654
40,724
41,789
42,859
43,972
44,1125
45,1271
46,1475
47,1740
48,1923
49,2148
