timestep,cases
0,2
1,2
2,2
3,2
4,2
5,2
6,2
7,2
8,2
9,2
10,4
11,7
12,7
13,10
14,11
15,11
16,11
17,11
18,11
19,15
20,19
21,21
22,21
23,26
24,34
25,35
26,37
27,40
28,44
29,50
30,61
31,66
32,75
33,78
34,93
35,101
36,113
37,141
38,176
39,212
40,237
41,259
42,285
43,318
44,353
45,408
46,473
47,555
48,637
49,726
