timestep,cases
0,2
1,2
2,2
3,2
4,2
5,2
6,2
7,4
8,7
9,7
10,7
11,7
12,8
13,8
14,8
15,9
16,11
17,18
18,18
19,23
20,33
21,36
22,36
23,37
24,42
25,48
26,57
27,62
28,70
29,85
30,111
31,123
32,133
33,142
34,147
35,170
36,203
37,235
38,286
39,327
40,368
41,399
42,429
43,462
44,523
45,590
46,645
47,737
48,858
49,984
