timestep,cases
0,2
1,2
2,2
3,2
4,2
5,2
6,2
7,2
8,2
9,15
10,19
11,19
12,19
13,19
14,19
15,19
16,19
17,19
18,22
19,30
20,36
21,47
22,49
23,55
24,70
25,81
26,83
27,83
28,97
29,133
30,155
31,176
32,193
33,221
34,255
35,275
36,326
37,375
38,431
39,478
40,562
41,640
42,717
43,843
44,988
45,1121
46,1302
47,1463
48,1609
49,1768
