timestep,cases
0,2
1,2
2,2
3,2
4,2
5,2
6,2
7,2
8,2
9,2
10,8
11,9
12,9
13,9
14,13
15,13
16,13
17,14
18,14
19,14
20,18
21,18
22,21
23,23
24,37
25,41
26,47
27,52
28,56
29,68
30,75
31,80
32,81
33,92
34,106
35,129
36,158
37,181
38,195
39,212
40,242
41,261
42,284
43,317
44,370
45,417
46,514
47,605
48,664
49,717
