timestep,cases
0,2
1,2
2,2
3,2
4,2
5,2
6,2
7,2
8,2
9,2
10,7
11,7
12,9
13,10
14,11
15,11
16,11
17,14
18,16
19,16
20,19
21,23
22,34
23,36
24,38
25,41
26,47
27,52
28,57
29,72
30,93
31,107
32,126
33,150
34,167
35,176
36,195
37,214
38,239
39,291
40,344
41,392
42,435
43,492
44,567
45,645
46,732
47,843
48,924
49,1044
