"2735411208","2831178969","486642947","3416087416","2643578165","2668284119","1624959229","2916864746","4033636958","1818383391"
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,4,1,1,1,1,1,1
1,1,1,4,1,1,1,1,1,1
1,1,1,4,1,3,1,1,1,1
1,2,1,4,2,3,4,1,1,3
1,3,1,4,3,3,4,1,1,4
1,3,1,4,3,3,5,1,1,4
1,3,1,4,3,3,5,1,1,4
1,3,1,4,3,3,5,1,1,4
1,3,1,4,3,3,5,1,1,4
1,3,1,4,3,3,5,1,1,4
1,3,1,4,3,3,5,1,1,4
1,3,1,4,3,3,5,1,1,4
1,3,1,4,3,3,5,1,1,6
1,3,1,5,3,5,5,1,1,7
1,3,1,7,3,6,5,1,1,7
1,3,1,7,3,6,5,1,1,7
1,3,1,7,3,6,7,1,1,7
1,4,1,7,4,7,7,1,1,11
1,5,1,7,4,8,7,1,1,11
1,5,1,7,4,8,7,1,1,11
1,5,1,7,5,8,7,1,1,11
1,5,1,7,5,10,7,1,1,12
1,5,1,7,5,12,7,1,1,12
1,5,1,7,5,13,8,1,1,12
1,5,1,7,5,14,8,1,1,12
1,5,1,11,5,14,8,1,1,14
1,5,1,13,6,14,10,1,1,16
1,5,1,13,6,14,10,1,1,16
1,5,1,13,6,14,10,1,1,16
1,5,1,14,6,14,10,1,1,16
1,6,1,16,8,14,10,1,1,16
1,6,1,16,8,17,12,1,1,16
1,6,1,16,8,17,12,1,1,16
1,6,1,16,8,17,12,1,1,17
1,6,1,17,9,22,12,1,1,17
1,6,1,20,9,28,12,1,1,18
1,6,1,22,9,29,12,1,1,20
1,6,1,22,9,29,12,1,1,22
1,6,1,22,9,29,12,1,1,23
1,7,1,22,9,29,12,1,1,23
1,7,1,22,9,29,12,1,1,23
1,7,1,22,9,29,14,1,1,23
1,7,1,23,9,31,18,1,1,25
1,7,1,23,11,36,18,1,1,25
1,7,1,25,12,39,18,1,1,26
1,7,1,29,12,44,18,1,1,28
1,7,1,31,12,49,18,1,1,28
1,9,1,31,12,54,18,1,1,28
1,10,1,33,12,58,18,1,1,29
1,10,1,33,13,58,18,1,1,30
1,10,1,33,15,59,18,1,1,31
1,10,1,33,15,64,18,1,1,33
1,10,1,33,15,66,18,1,1,37
1,10,1,33,17,68,19,1,1,38
1,10,1,33,19,72,21,1,1,38
1,10,1,35,20,76,22,1,1,38
1,10,1,38,20,79,22,1,1,41
1,14,1,45,20,82,22,1,1,41
1,14,1,45,21,88,22,1,1,42
1,15,1,47,25,91,23,1,1,42
1,15,1,48,27,95,23,1,1,42
1,15,1,48,27,98,23,1,1,43
1,15,1,48,27,100,24,1,1,46
1,15,1,48,31,101,25,1,1,48
1,15,1,48,32,111,25,1,1,51
1,15,1,48,32,117,25,1,1,51
1,15,1,48,34,123,31,1,1,51
1,15,1,48,35,125,31,1,1,52
1,15,1,49,37,130,31,1,1,55
1,19,1,53,40,143,31,1,1,56
1,22,1,61,40,144,31,1,1,58
1,26,1,66,42,152,31,1,1,65
1,26,1,68,44,160,31,1,1,65
1,26,1,68,45,168,31,1,1,68
1,26,1,68,49,171,31,1,1,71
1,26,1,68,50,173,34,1,1,73
1,26,1,68,50,182,35,1,1,74
1,27,1,68,50,196,37,1,1,76
1,30,1,69,52,199,39,1,1,80
1,30,1,74,54,207,39,1,1,86
1,34,1,78,58,222,39,1,1,91
1,36,1,78,60,228,39,1,1,94
1,36,1,80,60,231,39,1,1,99
1,40,1,84,64,248,41,1,1,104
1,42,1,87,64,266,41,1,1,107
1,44,1,91,72,269,45,1,1,111
1,44,1,91,73,280,46,1,1,113
1,45,1,92,76,296,49,1,1,119
1,47,1,93,79,302,49,1,1,119
1,50,1,96,79,309,49,1,1,119
1,51,1,101,82,317,49,1,1,123
1,52,1,103,87,324,52,1,1,126
1,58,1,106,90,342,53,1,1,130
1,60,1,107,92,360,56,1,1,133
1,63,1,110,96,376,56,1,1,134
1,63,1,113,96,389,56,1,1,144
1,63,1,116,102,395,61,1,1,149
1,68,1,118,107,418,62,1,1,157
1,71,1,126,109,433,66,1,1,161
1,72,1,128,114,457,66,1,1,165
1,72,1,135,114,471,68,1,1,170
1,75,1,140,115,487,69,1,1,175
1,77,1,144,118,502,70,1,1,179
1,79,1,148,118,514,73,1,1,179
1,79,1,152,119,530,74,1,1,183
1,79,1,157,120,554,75,1,1,189
1,79,1,160,124,577,75,1,1,199
1,79,1,163,130,597,80,1,1,204
1,80,1,165,135,620,84,1,1,213
1,85,1,172,138,637,84,1,1,225
1,88,1,176,140,655,85,1,1,238
1,93,1,187,143,688,87,1,1,241
1,98,1,192,143,713,88,1,1,247
1,99,1,195,145,743,88,1,1,254
1,99,1,199,149,760,88,1,1,261
1,102,1,207,153,783,90,1,1,270
1,105,1,215,157,796,90,1,1,277
1,105,1,222,157,807,91,1,1,281
1,106,1,225,161,834,93,1,1,293
1,109,1,228,165,868,96,1,1,304
1,111,1,239,170,908,100,1,1,320
1,113,1,245,172,941,102,1,1,331
1,122,1,256,175,969,103,1,1,349
1,128,1,265,177,1007,106,1,1,358
1,132,1,270,181,1029,106,1,1,364
1,135,1,281,190,1057,106,1,1,369
1,137,1,293,196,1086,109,1,1,375
1,138,1,308,201,1141,111,1,1,382
1,138,1,318,202,1171,112,1,1,397
1,142,1,329,208,1202,115,1,1,405
1,147,1,334,210,1223,117,1,1,416
1,153,1,344,214,1253,117,1,1,433
1,160,1,356,218,1284,120,1,1,453
1,165,1,367,222,1337,126,1,1,468
1,167,1,376,223,1387,129,1,1,484
1,176,1,390,229,1447,129,1,1,495
1,179,1,408,238,1489,130,1,1,501
1,184,1,433,247,1523,131,1,1,512
1,188,1,441,251,1547,135,1,1,533
1,191,1,450,260,1591,136,1,1,545
1,196,1,464,267,1654,139,1,1,558
1,200,1,477,268,1689,147,1,1,575
1,204,1,489,274,1752,153,1,1,587
1,213,1,494,285,1817,157,1,1,604
1,220,1,513,286,1853,160,1,1,624
1,220,1,531,289,1899,163,1,1,634
1,228,1,550,304,1961,164,1,1,645
1,237,1,572,315,2037,168,1,1,666
1,250,1,598,324,2098,172,1,1,695
1,257,1,617,331,2180,179,1,1,714
1,259,1,637,336,2234,186,1,1,729
1,268,1,653,343,2289,190,1,1,740
1,273,1,666,345,2328,192,1,1,747
1,282,1,699,352,2383,199,1,1,767
1,291,1,722,370,2457,205,1,1,781
1,303,1,742,384,2537,209,1,1,800
1,306,1,756,399,2620,214,1,1,823
1,313,1,788,408,2689,217,1,1,842
1,326,1,810,418,2740,218,1,1,859
1,340,1,830,425,2817,219,1,1,886
1,353,1,861,432,2913,230,1,1,926
1,367,1,889,445,2992,238,1,1,948
1,378,1,911,454,3074,248,1,1,966
1,394,1,934,482,3144,258,1,1,990
1,404,1,960,498,3221,260,1,1,1021
1,409,1,988,515,3287,265,1,1,1047
1,415,1,1013,527,3367,271,1,1,1065
1,426,1,1048,539,3467,275,1,1,1096
1,447,1,1085,561,3573,281,1,1,1133
1,462,1,1118,576,3692,284,1,1,1163
1,479,1,1157,589,3804,290,1,1,1195
1,488,1,1187,602,3891,301,1,1,1218
1,496,1,1217,607,3980,315,1,1,1250
1,510,1,1252,619,4065,322,1,1,1292
1,522,1,1295,646,4204,331,1,1,1334
1,542,1,1332,676,4305,343,1,1,1369
1,559,1,1363,703,4415,358,1,1,1390
1,572,1,1397,726,4530,372,1,1,1448
1,583,1,1456,749,4650,393,1,1,1479
1,600,1,1491,765,4751,397,1,1,1496
1,612,1,1515,774,4857,399,1,1,1535
1,631,1,1552,799,4952,410,1,1,1577
1,640,1,1610,828,5089,425,1,1,1628
1,656,1,1663,851,5192,439,1,1,1684
1,685,1,1728,873,5353,448,1,1,1735
1,711,1,1792,900,5482,459,1,1,1785
1,726,1,1843,927,5593,473,1,1,1813
1,742,1,1880,944,5695,492,1,1,1843
1,770,1,1936,977,5825,506,1,1,1896
1,794,1,2008,1010,5975,517,1,1,1942
1,814,1,2066,1046,6114,524,1,1,1988
1,830,1,2104,1067,6285,535,1,1,2025
1,850,1,2168,1086,6433,545,1,1,2084
1,868,1,2223,1107,6565,554,1,1,2128
1,890,1,2276,1134,6697,568,1,1,2179
1,931,1,2352,1171,6871,589,1,1,2254
1,955,1,2441,1200,7025,612,1,1,2315
1,979,1,2521,1240,7195,645,1,1,2373
1,998,1,2600,1271,7355,668,1,1,2445
1,1025,1,2665,1298,7506,679,1,1,2514
1,1050,1,2717,1349,7601,689,1,1,2572
1,1069,1,2761,1378,7751,705,1,1,2617
1,1094,1,2833,1414,7936,722,1,1,2685
1,1124,1,2905,1449,8113,743,1,1,2767
1,1160,1,2996,1469,8277,759,1,1,2819
1,1195,1,3085,1524,8471,782,1,1,2878
1,1218,1,3177,1565,8696,803,1,1,2962
1,1241,1,3258,1597,8838,828,1,1,3023
1,1268,1,3332,1627,9006,844,1,1,3074
1,1295,1,3441,1677,9188,872,1,1,3166
1,1363,1,3536,1719,9355,917,1,1,3272
1,1389,1,3636,1766,9539,942,1,1,3394
1,1414,1,3713,1811,9715,964,1,1,3510
1,1449,1,3807,1869,9909,986,1,1,3600
1,1478,1,3882,1904,10071,1006,1,1,3672
1,1510,1,3944,1938,10248,1031,1,1,3738
1,1552,1,4058,1999,10468,1052,1,1,3843
1,1596,1,4172,2048,10690,1076,1,1,3913
1,1631,1,4282,2110,10944,1129,1,1,4008
1,1673,1,4399,2170,11171,1162,1,1,4103
1,1712,1,4521,2255,11398,1203,1,1,4223
1,1739,1,4613,2297,11570,1234,1,1,4320
1,1775,1,4706,2351,11734,1267,1,1,4418
1,1833,1,4818,2407,11931,1305,1,1,4573
1,1881,1,4926,2456,12192,1332,1,1,4686
1,1933,1,5053,2524,12413,1360,1,1,4804
1,1989,1,5181,2594,12637,1382,1,1,4948
1,2050,1,5290,2685,12874,1418,1,1,5086
1,2097,1,5389,2741,13082,1449,1,1,5168
1,2141,1,5477,2810,13278,1480,1,1,5242
1,2212,1,5636,2879,13559,1535,1,1,5357
1,2262,1,5771,2987,13785,1586,1,1,5504
1,2305,1,5931,3070,14068,1630,1,1,5627
1,2369,1,6047,3137,14316,1693,1,1,5775
1,2429,1,6200,3208,14537,1736,1,1,5931
1,2478,1,6291,3256,14716,1773,1,1,6032
1,2535,1,6414,3321,14900,1802,1,1,6163
1,2607,1,6597,3396,15158,1863,1,1,6350
1,2661,1,6725,3519,15398,1903,1,1,6483
1,2717,1,6885,3630,15669,1962,1,1,6639
1,2771,1,7039,3733,15946,2047,1,1,6763
1,2847,1,7194,3861,16194,2116,1,1,6913
1,2898,1,7305,3946,16404,2171,1,1,7012
1,2946,1,7465,4007,16595,2230,1,1,7136
1,3004,1,7606,4102,16845,2308,1,1,7339
1,3061,1,7784,4203,17094,2362,1,1,7533
1,3133,1,7964,4312,17343,2421,1,1,7733
1,3201,1,8148,4403,17571,2485,1,1,7895
1,3297,1,8314,4521,17787,2558,1,1,8068
1,3349,1,8443,4622,18001,2628,1,1,8206
1,3408,1,8578,4740,18199,2674,1,1,8369
1,3517,1,8757,4875,18454,2761,1,1,8564
1,3578,1,8921,4987,18695,2842,1,1,8760
1,3643,1,9146,5117,18932,2928,1,1,8924
1,3722,1,9348,5255,19177,3005,1,1,9118
1,3810,1,9523,5397,19417,3091,1,1,9330
1,3868,1,9682,5492,19607,3162,1,1,9511
1,3917,1,9857,5604,19781,3240,1,1,9652
1,4006,1,10071,5763,19991,3337,1,1,9878
1,4108,1,10265,5888,20200,3437,1,1,10079
1,4198,1,10463,6021,20405,3536,1,1,10292
1,4301,1,10648,6201,20626,3628,1,1,10524
1,4419,1,10907,6398,20855,3761,1,1,10738
1,4494,1,11073,6520,21008,3825,1,1,10903
1,4576,1,11225,6638,21171,3891,1,1,11097
1,4673,1,11447,6787,21372,4001,1,1,11340
1,4763,1,11654,6965,21584,4105,1,1,11557
1,4854,1,11863,7135,21811,4252,1,1,11758
1,4943,1,12076,7308,21996,4376,1,1,12002
1,5070,1,12292,7513,22183,4486,1,1,12223
1,5166,1,12480,7666,22327,4587,1,1,12431
1,5248,1,12642,7801,22466,4674,1,1,12611
1,5370,1,12886,7999,22653,4815,1,1,12817
1,5484,1,13112,8186,22828,4956,1,1,13067
1,5616,1,13344,8385,22995,5090,1,1,13318
1,5741,1,13549,8551,23164,5242,1,1,13554
1,5838,1,13769,8723,23353,5409,1,1,13775
1,5925,1,13939,8857,23493,5508,1,1,13955
