timestep,cases
0,2
1,2
2,2
3,2
4,2
5,2
6,2
7,2
8,2
9,6
10,10
11,11
12,11
13,11
14,11
15,17
16,17
17,17
18,17
19,24
20,27
21,34
22,41
23,49
24,60
25,65
26,76
27,83
28,84
29,84
30,92
31,116
32,157
33,186
34,204
35,227
36,270
37,294
38,307
39,343
40,402
41,437
42,483
43,585
44,694
45,836
46,954
47,1066
48,1143
49,1209
