timestep,cases
0,2
1,2
2,2
3,2
4,2
5,2
6,2
7,2
8,2
9,4
10,11
11,14
12,14
13,14
14,14
15,14
16,14
17,19
18,26
19,33
20,43
21,55
22,60
23,63
24,63
25,64
26,70
27,84
28,92
29,103
30,126
31,164
32,185
33,205
34,225
35,244
36,277
37,318
38,346
39,395
40,438
41,506
42,569
43,635
44,723
45,851
46,966
47,1081
48,1182
49,1303
