timestep,cases
0,2
1,2
2,2
3,2
4,2
5,2
6,2
7,2
8,2
9,2
10,2
11,3
12,4
13,4
14,5
15,5
16,5
17,6
18,6
19,6
20,6
21,7
22,11
23,15
24,15
25,15
26,15
27,15
28,17
29,21
30,26
31,30
32,34
33,39
34,43
35,47
36,58
37,62
38,75
39,86
40,94
41,104
42,112
43,120
44,136
45,154
46,182
47,195
48,217
49,239
