timestep,cases
0,2
1,2
2,2
3,2
4,2
5,2
6,2
7,2
8,5
9,6
10,6
11,10
12,18
13,18
14,18
15,18
16,20
17,24
18,24
19,26
20,32
21,33
22,40
23,54
24,63
25,66
26,76
27,87
28,90
29,97
30,115
31,141
32,155
33,171
34,189
35,207
36,236
37,287
38,328
39,373
40,419
41,462
42,536
43,621
44,677
45,751
46,878
47,1005
48,1127
49,1252
