timestep,cases
0,2
1,2
2,2
3,2
4,2
5,2
6,2
7,4
8,12
9,12
10,12
11,12
12,13
13,13
14,13
15,13
16,13
17,15
18,22
19,28
20,33
21,34
22,36
23,39
24,47
25,51
26,54
27,62
28,74
29,88
30,107
31,121
32,139
33,164
34,178
35,187
36,208
37,242
38,281
39,337
40,396
41,453
42,490
43,528
44,583
45,676
46,798
47,874
48,957
49,1062
