timestep,cases
0,2
1,2
2,2
3,2
4,2
5,2
6,5
7,8
8,8
9,9
10,10
11,10
12,10
13,10
14,10
15,14
16,16
17,19
18,23
19,27
20,27
21,28
22,30
23,30
24,38
25,53
26,59
27,73
28,87
29,96
30,110
31,123
32,134
33,139
34,144
35,173
36,210
37,233
38,283
39,342
40,400
41,466
42,507
43,561
44,638
45,733
46,841
47,960
48,1053
49,1167
