timestep,cases
0,2
1,2
2,2
3,2
4,2
5,2
6,2
7,2
8,2
9,2
10,2
11,2
12,4
13,7
14,8
15,8
16,8
17,8
18,8
19,8
20,9
21,10
22,13
23,14
24,18
25,24
26,29
27,31
28,32
29,36
30,36
31,36
32,42
33,55
34,69
35,72
36,82
37,101
38,118
39,133
40,149
41,152
42,163
43,180
44,194
45,236
46,286
47,336
48,372
49,408
