timestep,cases
0,2
1,2
2,2
3,2
4,2
5,2
6,2
7,2
8,2
9,5
10,5
11,6
12,6
13,10
14,10
15,10
16,12
17,15
18,22
19,24
20,25
21,25
22,33
23,50
24,50
25,53
26,60
27,72
28,81
29,98
30,111
31,136
32,159
33,169
34,191
35,214
36,253
37,299
38,347
39,396
40,456
41,514
42,580
43,650
44,742
45,842
46,951
47,1067
48,1175
49,1321
