timestep,cases
0,2
1,2
2,2
3,2
4,2
5,2
6,2
7,2
8,2
9,2
10,4
11,4
12,4
13,4
14,9
15,9
16,9
17,15
18,17
19,19
20,19
21,19
22,20
23,23
24,24
25,24
26,26
27,38
28,44
29,50
30,54
31,68
32,85
33,93
34,100
35,110
36,112
37,122
38,135
39,151
40,199
41,240
42,296
43,352
44,387
45,410
46,441
47,500
48,550
49,603
