timestep,cases
0,2
1,2
2,2
3,2
4,2
5,2
6,2
7,2
8,6
9,10
10,10
11,12
12,12
13,12
14,12
15,12
16,12
17,12
18,14
19,24
20,31
21,39
22,45
23,47
24,50
25,51
26,57
27,59
28,59
29,59
30,79
31,117
32,149
33,180
34,197
35,219
36,240
37,257
38,269
39,325
40,401
41,454
42,499
43,573
44,688
45,756
46,862
47,980
48,1070
49,1209
