timestep,cases
0,2
1,2
2,2
3,2
4,2
5,2
6,2
7,2
8,2
9,2
10,2
11,7
12,8
13,8
14,8
15,8
16,8
17,8
18,8
19,10
20,15
21,16
22,18
23,19
24,20
25,25
26,32
27,34
28,34
29,37
30,45
31,49
32,55
33,62
34,74
35,79
36,90
37,98
38,112
39,133
40,141
41,158
42,169
43,209
44,238
45,257
46,298
47,333
48,364
49,404
