timestep,cases
0,2
1,2
2,2
3,2
4,2
5,2
6,3
7,5
8,5
9,5
10,10
11,11
12,12
13,12
14,12
15,13
16,16
17,20
18,21
19,26
20,27
21,34
22,37
23,47
24,53
25,53
26,58
27,65
28,81
29,93
30,101
31,121
32,126
33,139
34,153
35,181
36,203
37,228
38,258
39,291
40,329
41,347
42,408
43,488
44,580
45,658
46,724
47,835
48,924
49,1028
