timestep,cases
0,2
1,2
2,2
3,2
4,2
5,2
6,2
7,2
8,2
9,2
10,5
11,5
12,5
13,5
14,7
15,7
16,7
17,7
18,7
19,11
20,11
21,13
22,17
23,22
24,22
25,24
26,26
27,26
28,30
29,32
30,33
31,37
32,56
33,79
34,85
35,89
36,93
37,95
38,97
39,108
40,131
41,144
42,174
43,207
44,236
45,281
46,325
47,367
48,393
49,411
