timestep,cases
0,2
1,2
2,2
3,2
4,2
5,2
6,2
7,2
8,3
9,4
10,4
11,4
12,4
13,4
14,6
15,9
16,12
17,12
18,12
19,12
20,12
21,12
22,16
23,22
24,26
25,33
26,36
27,36
28,37
29,48
30,53
31,57
32,57
33,64
34,72
35,93
36,115
37,127
38,140
39,151
40,160
41,175
42,188
43,235
44,277
45,342
46,403
47,459
48,491
49,529
