timestep,cases
0,2
1,2
2,2
3,2
4,2
5,2
6,2
7,2
8,2
9,2
10,2
11,2
12,5
13,6
14,6
15,8
16,8
17,8
18,8
19,8
20,9
21,9
22,9
23,12
24,14
25,24
26,27
27,29
28,29
29,29
30,29
31,29
32,31
33,38
34,45
35,54
36,90
37,99
38,111
39,123
40,127
41,129
42,139
43,163
44,191
45,223
46,258
47,301
48,333
49,365
