timestep,cases
0,2
1,2
2,2
3,2
4,2
5,2
6,2
7,2
8,2
9,2
10,7
11,10
12,10
13,10
14,10
15,10
16,10
17,10
18,10
19,12
20,14
21,17
22,27
23,30
24,30
25,36
26,43
27,43
28,43
29,43
30,58
31,75
32,84
33,95
34,113
35,132
36,145
37,167
38,212
39,256
40,275
41,299
42,334
43,381
44,432
45,509
46,593
47,673
48,751
49,850
