timestep,cases
0,2
1,2
2,2
3,2
4,2
5,2
6,3
7,5
8,5
9,5
10,10
11,10
12,10
13,10
14,10
15,13
16,20
17,20
18,26
19,32
20,34
21,37
22,41
23,62
24,67
25,71
26,74
27,86
28,102
29,127
30,143
31,166
32,188
33,208
34,230
35,263
36,291
37,326
38,360
39,404
40,491
41,556
42,620
43,700
44,800
45,914
46,1081
47,1210
48,1304
49,1440
