timestep,cases
0,2
1,2
2,2
3,2
4,2
5,2
6,2
7,2
8,2
9,2
10,5
11,10
12,15
13,16
14,16
15,16
16,16
17,16
18,16
19,21
20,25
21,29
22,44
23,60
24,69
25,73
26,75
27,77
28,77
29,80
30,98
31,131
32,166
33,199
34,219
35,248
36,283
37,312
38,344
39,379
40,435
41,500
42,559
43,659
44,795
45,948
46,1102
47,1248
48,1337
49,1446
