timestep,cases
0,2
1,2
2,2
3,2
4,2
5,2
6,2
7,2
8,11
9,12
10,12
11,12
12,12
13,12
14,12
15,12
16,13
17,13
18,22
19,24
20,26
21,35
22,44
23,47
24,48
25,52
26,55
27,60
28,72
29,85
30,101
31,121
32,134
33,143
34,151
35,159
36,169
37,206
38,246
39,290
40,334
41,370
42,400
43,454
44,529
45,601
46,658
47,770
48,837
49,928
