timestep,cases
0,2
1,2
2,2
3,2
4,2
5,2
6,2
7,2
8,4
9,4
10,4
11,5
12,5
13,6
14,6
15,6
16,6
17,6
18,6
19,6
20,6
21,10
22,10
23,13
24,25
25,28
26,28
27,28
28,28
29,28
30,29
31,31
32,48
33,73
34,83
35,86
36,90
37,100
38,102
39,111
40,127
41,143
42,171
43,226
44,271
45,304
46,324
47,359
48,383
49,427
