timestep,cases
0,2
1,2
2,2
3,2
4,2
5,2
6,2
7,2
8,2
9,5
10,8
11,8
12,8
13,8
14,8
15,8
16,8
17,8
18,12
19,13
20,14
21,14
22,15
23,18
24,26
25,32
26,34
27,37
28,37
29,38
30,43
31,56
32,63
33,68
34,72
35,82
36,94
37,122
38,136
39,144
40,159
41,176
42,215
43,245
44,282
45,334
46,384
47,446
48,512
49,564
