timestep,cases
0,2
1,2
2,2
3,2
4,2
5,2
6,2
7,3
8,3
9,3
10,3
11,3
12,3
13,6
14,6
15,6
16,8
17,9
18,10
19,10
20,10
21,10
22,12
23,17
24,20
25,24
26,26
27,35
28,35
29,41
30,46
31,49
32,58
33,60
34,69
35,81
36,102
37,109
38,121
39,154
40,158
41,162
42,170
43,189
44,224
45,256
46,312
47,369
48,429
49,473
