timestep,cases
0,2
1,2
2,2
3,2
4,2
5,2
6,2
7,2
8,2
9,3
10,8
11,12
12,12
13,12
14,12
15,12
16,12
17,12
18,15
19,23
20,29
21,32
22,43
23,49
24,52
25,62
26,71
27,72
28,76
29,101
30,119
31,142
32,166
33,176
34,200
35,240
36,262
37,323
38,400
39,443
40,502
41,553
42,620
43,698
44,765
45,880
46,1036
47,1214
48,1368
49,1502
