timestep,cases
0,2
1,2
2,2
3,2
4,2
5,2
6,2
7,3
8,3
9,3
10,3
11,5
12,5
13,6
14,6
15,7
16,12
17,12
18,12
19,12
20,12
21,12
22,12
23,18
24,21
25,27
26,29
27,30
28,31
29,31
30,38
31,45
32,57
33,64
34,66
35,75
36,91
37,92
38,98
39,115
40,144
41,158
42,175
43,215
44,243
45,269
46,295
47,348
48,393
49,424
