timestep,cases
0,2
1,2
2,2
3,2
4,2
5,2
6,2
7,4
8,4
9,4
10,4
11,4
12,4
13,5
14,5
15,5
16,10
17,13
18,13
19,13
20,13
21,14
22,15
23,16
24,16
25,16
26,23
27,33
28,38
29,43
30,43
31,45
32,47
33,53
34,57
35,59
36,63
37,79
38,84
39,106
40,125
41,134
42,142
43,161
44,170
45,184
46,213
47,259
48,284
49,307
