timestep,cases
0,2
1,2
2,2
3,2
4,2
5,2
6,2
7,2
8,2
9,4
10,13
11,16
12,16
13,18
14,18
15,18
16,18
17,18
18,18
19,27
20,41
21,53
22,64
23,75
24,89
25,95
26,96
27,96
28,108
29,130
30,163
31,186
32,212
33,241
34,273
35,303
36,335
37,388
38,444
39,481
40,581
41,624
42,710
43,814
44,963
45,1125
46,1281
47,1393
48,1524
49,1729
