timestep,cases
0,2
1,2
2,2
3,2
4,2
5,2
6,2
7,2
8,6
9,6
10,6
11,6
12,11
13,11
14,11
15,11
16,11
17,11
18,12
19,13
20,17
21,27
22,32
23,38
24,42
25,51
26,52
27,57
28,63
29,78
30,83
31,89
32,99
33,118
34,135
35,154
36,184
37,217
38,245
39,257
40,277
41,315
42,350
43,386
44,445
45,524
46,621
47,702
48,782
49,872
