timestep,cases
0,2
1,2
2,2
3,2
4,2
5,2
6,2
7,9
8,11
9,12
10,12
11,12
12,12
13,12
14,13
15,16
16,23
17,23
18,28
19,31
20,44
21,51
22,56
23,61
24,70
25,75
26,75
27,83
28,104
29,125
30,138
31,156
32,191
33,227
34,258
35,283
36,320
37,361
38,432
39,492
40,545
41,603
42,672
43,757
44,858
45,1024
46,1198
47,1399
48,1553
49,1710
