timestep,cases
0,2
1,2
2,2
3,2
4,2
5,2
6,2
7,2
8,2
9,5
10,7
11,7
12,9
13,9
14,9
15,9
16,13
17,13
18,15
19,18
20,19
21,21
22,24
23,27
24,29
25,33
26,36
27,48
28,57
29,62
30,70
31,73
32,81
33,86
34,95
35,107
36,122
37,158
38,176
39,200
40,220
41,246
42,265
43,296
44,350
45,395
46,443
47,541
48,585
49,652
