timestep,cases
0,2
1,2
2,2
3,2
4,2
5,2
6,2
7,2
8,5
9,5
10,5
11,5
12,5
13,9
14,9
15,9
16,9
17,15
18,21
19,25
20,25
21,26
22,26
23,29
24,29
25,30
26,37
27,55
28,62
29,77
30,91
31,99
32,104
33,108
34,113
35,124
36,142
37,177
38,204
39,234
40,289
41,317
42,345
43,393
44,421
45,476
46,513
47,577
48,688
49,767
