timestep,cases
0,2
1,2
2,2
3,2
4,2
5,2
6,2
7,2
8,2
9,2
10,2
11,2
12,2
13,2
14,5
15,5
16,5
17,5
18,5
19,5
20,5
21,5
22,5
23,7
24,10
25,11
26,11
27,11
28,11
29,11
30,13
31,15
32,15
33,15
34,15
35,15
36,18
37,20
38,22
39,27
40,32
41,32
42,32
43,34
44,35
45,40
46,47
47,59
48,65
49,71
