timestep,cases
0,2
1,2
2,2
3,2
4,2
5,2
6,2
7,2
8,2
9,2
10,6
11,9
12,9
13,9
14,9
15,9
16,9
17,9
18,9
19,9
20,16
21,22
22,31
23,42
24,44
25,48
26,48
27,48
28,56
29,63
30,74
31,94
32,114
33,125
34,151
35,178
36,190
37,205
38,229
39,267
40,288
41,323
42,368
43,453
44,535
45,609
46,697
47,754
48,846
49,954
