timestep,cases
0,2
1,2
2,2
3,2
4,2
5,2
6,2
7,2
8,2
9,3
10,5
11,13
12,13
13,13
14,13
15,13
16,13
17,13
18,13
19,20
20,31
21,37
22,37
23,39
24,39
25,51
26,56
27,59
28,63
29,68
30,85
31,104
32,132
33,156
34,182
35,196
36,211
37,218
38,218
39,254
40,304
41,338
42,394
43,512
44,634
45,697
46,754
47,834
48,874
49,957
