timestep,cases
0,2
1,2
2,2
3,2
4,2
5,2
6,2
7,2
8,2
9,6
10,6
11,6
12,6
13,7
14,7
15,7
16,7
17,8
18,9
19,17
20,21
21,23
22,23
23,31
24,35
25,35
26,36
27,36
28,39
29,52
30,65
31,74
32,95
33,111
34,120
35,128
36,138
37,154
38,162
39,184
40,195
41,217
42,248
43,310
44,372
45,435
46,485
47,526
48,574
49,613
