timestep,cases
0,2
1,2
2,2
3,2
4,2
5,2
6,2
7,2
8,2
9,5
10,13
11,13
12,13
13,13
14,13
15,13
16,13
17,16
18,20
19,20
20,21
21,33
22,35
23,42
24,48
25,49
26,49
27,49
28,56
29,71
30,96
31,119
32,133
33,154
34,171
35,175
36,185
37,187
38,207
39,246
40,307
41,342
42,375
43,460
44,529
45,593
46,667
47,723
48,786
49,868
