timestep,cases
0,2
1,2
2,2
3,2
4,2
5,2
6,2
7,2
8,2
9,2
10,2
11,2
12,10
13,10
14,10
15,10
16,10
17,11
18,11
19,14
20,22
21,22
22,28
23,46
24,53
25,57
26,63
27,64
28,64
29,73
30,89
31,104
32,127
33,154
34,181
35,200
36,240
37,265
38,291
39,310
40,340
41,370
42,415
43,495
44,570
45,661
46,782
47,937
48,1048
49,1139
