timestep,cases
0,2
1,2
2,2
3,2
4,2
5,2
6,2
7,2
8,3
9,5
10,5
11,5
12,5
13,5
14,5
15,7
16,12
17,12
18,12
19,12
20,18
21,20
22,23
23,24
24,30
25,37
26,46
27,48
28,52
29,64
30,74
31,77
32,85
33,98
34,109
35,118
36,152
37,191
38,216
39,241
40,273
41,292
42,315
43,360
44,417
45,488
46,553
47,643
48,708
49,780
