timestep,cases
0,2
1,2
2,2
3,2
4,2
5,2
6,2
7,2
8,2
9,2
10,8
11,9
12,12
13,12
14,12
15,12
16,12
17,12
18,20
19,23
20,23
21,28
22,37
23,45
24,49
25,60
26,67
27,77
28,82
29,91
30,100
31,111
32,130
33,158
34,185
35,208
36,248
37,287
38,333
39,381
40,436
41,472
42,518
43,576
44,671
45,802
46,909
47,1090
48,1206
49,1360
