timestep,cases
0,2
1,2
2,2
3,2
4,2
5,2
6,4
7,7
8,7
9,7
10,7
11,7
12,7
13,7
14,13
15,18
16,20
17,22
18,24
19,26
20,26
21,26
22,27
23,31
24,33
25,39
26,45
27,57
28,65
29,69
30,79
31,87
32,92
33,103
34,116
35,121
36,147
37,167
38,177
39,223
40,243
41,268
42,293
43,359
44,406
45,463
46,529
47,601
48,656
49,737
