timestep,cases
0,2
1,2
2,2
3,2
4,2
5,2
6,2
7,2
8,2
9,2
10,2
11,2
12,4
13,8
14,8
15,8
16,8
17,8
18,8
19,8
20,8
21,8
22,8
23,8
24,14
25,15
26,15
27,16
28,22
29,25
30,25
31,25
32,25
33,29
34,29
35,34
36,63
37,83
38,98
39,101
40,106
41,109
42,112
43,115
44,132
45,170
46,207
47,257
48,287
49,315
