timestep,cases
0,2
1,2
2,2
3,2
4,2
5,2
6,2
7,2
8,5
9,5
10,5
11,5
12,5
13,5
14,5
15,5
16,5
17,6
18,6
19,13
20,17
21,19
22,19
23,21
24,22
25,23
26,26
27,26
28,29
29,45
30,55
31,65
32,77
33,80
34,88
35,90
36,103
37,122
38,152
39,189
40,230
41,263
42,302
43,337
44,365
45,395
46,430
47,499
48,550
49,640
