timestep,cases
0,2
1,2
2,2
3,2
4,2
5,2
6,2
7,2
8,2
9,5
10,5
11,7
12,11
13,11
14,11
15,11
16,11
17,11
18,11
19,11
20,15
21,25
22,35
23,37
24,37
25,39
26,49
27,50
28,50
29,53
30,59
31,72
32,85
33,105
34,119
35,135
36,141
37,162
38,173
39,201
40,241
41,274
42,296
43,340
44,390
45,454
46,510
47,601
48,675
49,758
