timestep,cases
0,2
1,2
2,2
3,2
4,2
5,2
6,2
7,2
8,5
9,7
10,7
11,7
12,9
13,10
14,11
15,11
16,11
17,11
18,16
19,17
20,20
21,25
22,32
23,32
24,44
25,48
26,55
27,57
28,59
29,59
30,61
31,70
32,89
33,113
34,128
35,146
36,190
37,210
38,223
39,240
40,265
41,289
42,302
43,348
44,432
45,534
46,638
47,748
48,814
49,879
