timestep,cases
0,2
1,2
2,2
3,2
4,2
5,2
6,2
7,2
8,2
9,8
10,10
11,11
12,15
13,15
14,15
15,15
16,15
17,16
18,22
19,26
20,28
21,28
22,41
23,58
24,62
25,66
26,72
27,78
28,86
29,98
30,106
31,111
32,126
33,184
34,212
35,246
36,281
37,312
38,340
39,390
40,437
41,476
42,528
43,611
44,772
45,924
46,1082
47,1259
48,1425
49,1578
