timestep,cases
0,2
1,2
2,2
3,2
4,2
5,2
6,2
7,2
8,2
9,2
10,2
11,3
12,4
13,4
14,7
15,7
16,7
17,7
18,7
19,7
20,7
21,9
22,16
23,19
24,19
25,25
26,31
27,31
28,31
29,32
30,32
31,35
32,48
33,63
34,78
35,90
36,109
37,127
38,144
39,159
40,166
41,176
42,186
43,234
44,260
45,282
46,371
47,445
48,494
49,545
