timestep,cases
0,2
1,2
2,2
3,2
4,2
5,2
6,2
7,6
8,11
9,12
10,12
11,12
12,12
13,12
14,13
15,15
16,15
17,17
18,21
19,23
20,31
21,37
22,50
23,58
24,61
25,63
26,66
27,67
28,72
29,77
30,92
31,118
32,154
33,199
34,223
35,241
36,260
37,283
38,317
39,347
40,381
41,441
42,509
43,607
44,739
45,851
46,952
47,1083
48,1154
49,1254
