timestep,cases
0,2
1,2
2,2
3,2
4,2
5,2
6,2
7,3
8,5
9,8
10,11
11,11
12,11
13,11
14,11
15,11
16,11
17,15
18,15
19,27
20,32
21,40
22,40
23,50
24,57
25,66
26,68
27,70
28,82
29,108
30,126
31,143
32,167
33,177
34,191
35,212
36,257
37,278
38,332
39,391
40,435
41,481
42,547
43,620
44,709
45,798
46,892
47,1036
48,1161
49,1302
