timestep,cases
0,2
1,2
2,2
3,2
4,2
5,2
6,2
7,2
8,5
9,5
10,9
11,9
12,9
13,9
14,9
15,9
16,14
17,15
18,16
19,23
20,23
21,25
22,33
23,41
24,44
25,44
26,50
27,60
28,64
29,74
30,78
31,98
32,131
33,164
34,169
35,185
36,219
37,242
38,266
39,288
40,323
41,391
42,444
43,505
44,581
45,700
46,835
47,929
48,1052
49,1169
